"LG"	"frag"	"source"	"feature"	"start"	"end"	"dot1"	"strand"	"dot2"	"OR"	"Feature_title"	"LG_common_name"	"LG_start"	"LG_end"	"suffix"	"length"	"structure"	"converted_start"	"converted_end"	"converted_midpoint"	"relative.start"	"relative.end"	"OR_NAME"	"SPECIES"	"SP_CODE"	"NUMBER"	"SUFFIX"	"OR_GROUP"	"LAMPYRID"	"KNOWN_LIGAND"
"556"	"NW_022170511"	"117"	"Geneious"	"CDS"	139748	139843	"."	"-"	"."	"PpyrOR56PSE"	"Exon D Fragment 2"	"LG4"	0	50607672	"PSE"	95	"A1,A2,A3B,CD Fragment 1,D Fragment 2,E"	23539748	23539843	23539795.5	1159	1254	"PpyrOR56PSE"	"Photinus pyralis"	"Ppyr"	56	"PSE"	"2B"	"yes"	"no"
"557"	"NW_022170511"	"117"	"Geneious"	"exon"	139845	140009	"."	"-"	"."	"PpyrOR56PSE"	"Exon CD Fragment 1"	"LG4"	0	50607672	"PSE"	164	"A1,A2,A3B,CD Fragment 1,D Fragment 2,E"	23539845	23540009	23539927	993	1157	"PpyrOR56PSE"	"Photinus pyralis"	"Ppyr"	56	"PSE"	"2B"	"yes"	"no"
"558"	"NW_022170511"	"117"	"Geneious"	"exon"	140065	140556	"."	"-"	"."	"PpyrOR56PSE"	"Exon A3B"	"LG4"	0	50607672	"PSE"	491	"A1,A2,A3B,CD Fragment 1,D Fragment 2,E"	23540065	23540556	23540310.5	446	937	"PpyrOR56PSE"	"Photinus pyralis"	"Ppyr"	56	"PSE"	"2B"	"yes"	"no"
"559"	"NW_022170511"	"117"	"Geneious"	"exon"	140604	140743	"."	"-"	"."	"PpyrOR56PSE"	"Exon A2"	"LG4"	0	50607672	"PSE"	139	"A1,A2,A3B,CD Fragment 1,D Fragment 2,E"	23540604	23540743	23540673.5	259	398	"PpyrOR56PSE"	"Photinus pyralis"	"Ppyr"	56	"PSE"	"2B"	"yes"	"no"
"560"	"NW_022170511"	"117"	"Geneious"	"exon"	140798	141002	"."	"-"	"."	"PpyrOR56PSE"	"Exon A1"	"LG4"	0	50607672	"PSE"	204	"A1,A2,A3B,CD Fragment 1,D Fragment 2,E"	23540798	23541002	23540900	0	204	"PpyrOR56PSE"	"Photinus pyralis"	"Ppyr"	56	"PSE"	"2B"	"yes"	"no"
"561"	"NW_022170511"	"117"	"R"	"total"	139646	141002	"."	"-"	"."	"PpyrOR56PSE"	"Total length"	"LG4"	0	50607672	"PSE"	1356	"A1,A2,A3B,CD Fragment 1,D Fragment 2,E"	23539646	23541002	23540324	0	1356	"PpyrOR56PSE"	"Photinus pyralis"	"Ppyr"	56	"PSE"	"2B"	"yes"	"no"
"562"	"NW_022170511"	"117"	"R"	"intron"	140797	140744	"."	"-"	"."	"PpyrOR56PSE"	"Intron 1"	"LG4"	0	50607672	"PSE"	53	"A1,A2,A3B,CD Fragment 1,D Fragment 2,E"	23540797	23540744	23540770.5	258	205	"PpyrOR56PSE"	"Photinus pyralis"	"Ppyr"	56	"PSE"	"2B"	"yes"	"no"
"563"	"NW_022170511"	"117"	"R"	"intron"	140603	140557	"."	"-"	"."	"PpyrOR56PSE"	"Intron 2"	"LG4"	0	50607672	"PSE"	46	"A1,A2,A3B,CD Fragment 1,D Fragment 2,E"	23540603	23540557	23540580	445	399	"PpyrOR56PSE"	"Photinus pyralis"	"Ppyr"	56	"PSE"	"2B"	"yes"	"no"
"564"	"NW_022170511"	"117"	"R"	"intron"	140064	140010	"."	"-"	"."	"PpyrOR56PSE"	"Intron 3"	"LG4"	0	50607672	"PSE"	54	"A1,A2,A3B,CD Fragment 1,D Fragment 2,E"	23540064	23540010	23540037	992	938	"PpyrOR56PSE"	"Photinus pyralis"	"Ppyr"	56	"PSE"	"2B"	"yes"	"no"
"565"	"NW_022170511"	"117"	"R"	"intron"	139844	139844	"."	"-"	"."	"PpyrOR56PSE"	"Intron 4"	"LG4"	0	50607672	"PSE"	0	"A1,A2,A3B,CD Fragment 1,D Fragment 2,E"	23539844	23539844	23539844	1158	1158	"PpyrOR56PSE"	"Photinus pyralis"	"Ppyr"	56	"PSE"	"2B"	"yes"	"no"
"566"	"NW_022170511"	"117"	"R"	"intron"	139747	139703	"."	"-"	"."	"PpyrOR56PSE"	"Intron 5"	"LG4"	0	50607672	"PSE"	44	"A1,A2,A3B,CD Fragment 1,D Fragment 2,E"	23539747	23539703	23539725	1299	1255	"PpyrOR56PSE"	"Photinus pyralis"	"Ppyr"	56	"PSE"	"2B"	"yes"	"no"
"567"	"NW_022170511"	"117"	"Geneious"	"exon"	143181	143237	"."	"-"	"."	"PpyrOR57"	"Exon E"	"LG4"	0	50607672	""	56	"A1,A2,A3B,CD,E"	23543181	23543237	23543209	1292	1348	"PpyrOR57"	"Photinus pyralis"	"Ppyr"	57	""	"2B"	"yes"	"no"
"568"	"NW_022170511"	"117"	"Geneious"	"exon"	143283	143543	"."	"-"	"."	"PpyrOR57"	"Exon CD"	"LG4"	0	50607672	""	260	"A1,A2,A3B,CD,E"	23543283	23543543	23543413	986	1246	"PpyrOR57"	"Photinus pyralis"	"Ppyr"	57	""	"2B"	"yes"	"no"
"569"	"NW_022170511"	"117"	"Geneious"	"exon"	143596	144087	"."	"-"	"."	"PpyrOR57"	"Exon A3B"	"LG4"	0	50607672	""	491	"A1,A2,A3B,CD,E"	23543596	23544087	23543841.5	442	933	"PpyrOR57"	"Photinus pyralis"	"Ppyr"	57	""	"2B"	"yes"	"no"
"570"	"NW_022170511"	"117"	"Geneious"	"exon"	144138	144277	"."	"-"	"."	"PpyrOR57"	"Exon A2"	"LG4"	0	50607672	""	139	"A1,A2,A3B,CD,E"	23544138	23544277	23544207.5	252	391	"PpyrOR57"	"Photinus pyralis"	"Ppyr"	57	""	"2B"	"yes"	"no"
"571"	"NW_022170511"	"117"	"Geneious"	"exon"	144325	144529	"."	"-"	"."	"PpyrOR57"	"Exon A1"	"LG4"	0	50607672	""	204	"A1,A2,A3B,CD,E"	23544325	23544529	23544427	0	204	"PpyrOR57"	"Photinus pyralis"	"Ppyr"	57	""	"2B"	"yes"	"no"
"572"	"NW_022170511"	"117"	"R"	"total"	143181	144529	"."	"-"	"."	"PpyrOR57"	"Total length"	"LG4"	0	50607672	""	1348	"A1,A2,A3B,CD,E"	23543181	23544529	23543855	0	1348	"PpyrOR57"	"Photinus pyralis"	"Ppyr"	57	""	"2B"	"yes"	"no"
"573"	"NW_022170511"	"117"	"R"	"intron"	144324	144278	"."	"-"	"."	"PpyrOR57"	"Intron 1"	"LG4"	0	50607672	""	46	"A1,A2,A3B,CD,E"	23544324	23544278	23544301	251	205	"PpyrOR57"	"Photinus pyralis"	"Ppyr"	57	""	"2B"	"yes"	"no"
"574"	"NW_022170511"	"117"	"R"	"intron"	144137	144088	"."	"-"	"."	"PpyrOR57"	"Intron 2"	"LG4"	0	50607672	""	49	"A1,A2,A3B,CD,E"	23544137	23544088	23544112.5	441	392	"PpyrOR57"	"Photinus pyralis"	"Ppyr"	57	""	"2B"	"yes"	"no"
"575"	"NW_022170511"	"117"	"R"	"intron"	143595	143544	"."	"-"	"."	"PpyrOR57"	"Intron 3"	"LG4"	0	50607672	""	51	"A1,A2,A3B,CD,E"	23543595	23543544	23543569.5	985	934	"PpyrOR57"	"Photinus pyralis"	"Ppyr"	57	""	"2B"	"yes"	"no"
"576"	"NW_022170511"	"117"	"R"	"intron"	143282	143238	"."	"-"	"."	"PpyrOR57"	"Intron 4"	"LG4"	0	50607672	""	44	"A1,A2,A3B,CD,E"	23543282	23543238	23543260	1291	1247	"PpyrOR57"	"Photinus pyralis"	"Ppyr"	57	""	"2B"	"yes"	"no"
"577"	"NW_022170511"	"117"	"Geneious"	"exon"	168519	168723	"."	"+"	"."	"PpyrOR58PSE"	"Exon A1"	"LG4"	0	50607672	"PSE"	204	"A1,A2,A3B Fragment 1,A3B Fragment 2,CD,E"	23568519	23568723	23568621	0	204	"PpyrOR58PSE"	"Photinus pyralis"	"Ppyr"	58	"PSE"	"2B"	"yes"	"no"
"578"	"NW_022170511"	"117"	"Geneious"	"exon"	169781	169926	"."	"+"	"."	"PpyrOR58PSE"	"Exon A2"	"LG4"	0	50607672	"PSE"	145	"A1,A2,A3B Fragment 1,A3B Fragment 2,CD,E"	23569781	23569926	23569853.5	1262	1407	"PpyrOR58PSE"	"Photinus pyralis"	"Ppyr"	58	"PSE"	"2B"	"yes"	"no"
"579"	"NW_022170511"	"117"	"Geneious"	"exon"	169970	170155	"."	"+"	"."	"PpyrOR58PSE"	"Exon A3B Fragment 1"	"LG4"	0	50607672	"PSE"	185	"A1,A2,A3B Fragment 1,A3B Fragment 2,CD,E"	23569970	23570155	23570062.5	1451	1636	"PpyrOR58PSE"	"Photinus pyralis"	"Ppyr"	58	"PSE"	"2B"	"yes"	"no"
"580"	"NW_022170511"	"117"	"Geneious"	"exon"	170157	170441	"."	"+"	"."	"PpyrOR58PSE"	"Exon A3B Fragment 2"	"LG4"	0	50607672	"PSE"	284	"A1,A2,A3B Fragment 1,A3B Fragment 2,CD,E"	23570157	23570441	23570299	1638	1922	"PpyrOR58PSE"	"Photinus pyralis"	"Ppyr"	58	"PSE"	"2B"	"yes"	"no"
"581"	"NW_022170511"	"117"	"Geneious"	"exon"	170494	170754	"."	"+"	"."	"PpyrOR58PSE"	"Exon CD"	"LG4"	0	50607672	"PSE"	260	"A1,A2,A3B Fragment 1,A3B Fragment 2,CD,E"	23570494	23570754	23570624	1975	2235	"PpyrOR58PSE"	"Photinus pyralis"	"Ppyr"	58	"PSE"	"2B"	"yes"	"no"
"582"	"NW_022170511"	"117"	"Geneious"	"exon"	170800	170856	"."	"+"	"."	"PpyrOR58PSE"	"Exon E"	"LG4"	0	50607672	"PSE"	56	"A1,A2,A3B Fragment 1,A3B Fragment 2,CD,E"	23570800	23570856	23570828	2281	2337	"PpyrOR58PSE"	"Photinus pyralis"	"Ppyr"	58	"PSE"	"2B"	"yes"	"no"
"583"	"NW_022170511"	"117"	"R"	"total"	168519	170856	"."	"+"	"."	"PpyrOR58PSE"	"Total length"	"LG4"	0	50607672	"PSE"	2337	"A1,A2,A3B Fragment 1,A3B Fragment 2,CD,E"	23568519	23570856	23569687.5	0	2337	"PpyrOR58PSE"	"Photinus pyralis"	"Ppyr"	58	"PSE"	"2B"	"yes"	"no"
"584"	"NW_022170511"	"117"	"R"	"intron"	168724	169780	"."	"+"	"."	"PpyrOR58PSE"	"Intron 1"	"LG4"	0	50607672	"PSE"	1056	"A1,A2,A3B Fragment 1,A3B Fragment 2,CD,E"	23568724	23569780	23569252	205	1261	"PpyrOR58PSE"	"Photinus pyralis"	"Ppyr"	58	"PSE"	"2B"	"yes"	"no"
"585"	"NW_022170511"	"117"	"R"	"intron"	169927	169969	"."	"+"	"."	"PpyrOR58PSE"	"Intron 2"	"LG4"	0	50607672	"PSE"	42	"A1,A2,A3B Fragment 1,A3B Fragment 2,CD,E"	23569927	23569969	23569948	1408	1450	"PpyrOR58PSE"	"Photinus pyralis"	"Ppyr"	58	"PSE"	"2B"	"yes"	"no"
"586"	"NW_022170511"	"117"	"R"	"intron"	170156	170156	"."	"+"	"."	"PpyrOR58PSE"	"Intron 3"	"LG4"	0	50607672	"PSE"	0	"A1,A2,A3B Fragment 1,A3B Fragment 2,CD,E"	23570156	23570156	23570156	1637	1637	"PpyrOR58PSE"	"Photinus pyralis"	"Ppyr"	58	"PSE"	"2B"	"yes"	"no"
"587"	"NW_022170511"	"117"	"R"	"intron"	170442	170493	"."	"+"	"."	"PpyrOR58PSE"	"Intron 4"	"LG4"	0	50607672	"PSE"	51	"A1,A2,A3B Fragment 1,A3B Fragment 2,CD,E"	23570442	23570493	23570467.5	1923	1974	"PpyrOR58PSE"	"Photinus pyralis"	"Ppyr"	58	"PSE"	"2B"	"yes"	"no"
"588"	"NW_022170511"	"117"	"R"	"intron"	170755	170799	"."	"+"	"."	"PpyrOR58PSE"	"Intron 5"	"LG4"	0	50607672	"PSE"	44	"A1,A2,A3B Fragment 1,A3B Fragment 2,CD,E"	23570755	23570799	23570777	2236	2280	"PpyrOR58PSE"	"Photinus pyralis"	"Ppyr"	58	"PSE"	"2B"	"yes"	"no"
"589"	"NW_022170403"	"196"	"Geneious"	"exon"	150902	151127	"."	"+"	"."	"PpyrOR59"	"Exon A1"	"LG2"	0	53657282	""	225	"A1,A2,A3B,CD,E"	39350902	39351127	39351014.5	0	225	"PpyrOR59"	"Photinus pyralis"	"Ppyr"	59	""	"2B"	"yes"	"no"
"590"	"NW_022170403"	"196"	"Geneious"	"exon"	151184	151323	"."	"+"	"."	"PpyrOR59"	"Exon A2"	"LG2"	0	53657282	""	139	"A1,A2,A3B,CD,E"	39351184	39351323	39351253.5	282	421	"PpyrOR59"	"Photinus pyralis"	"Ppyr"	59	""	"2B"	"yes"	"no"
"591"	"NW_022170403"	"196"	"Geneious"	"exon"	151383	151880	"."	"+"	"."	"PpyrOR59"	"Exon A3B"	"LG2"	0	53657282	""	497	"A1,A2,A3B,CD,E"	39351383	39351880	39351631.5	481	978	"PpyrOR59"	"Photinus pyralis"	"Ppyr"	59	""	"2B"	"yes"	"no"
"592"	"NW_022170403"	"196"	"Geneious"	"exon"	151940	152200	"."	"+"	"."	"PpyrOR59"	"Exon CD"	"LG2"	0	53657282	""	260	"A1,A2,A3B,CD,E"	39351940	39352200	39352070	1038	1298	"PpyrOR59"	"Photinus pyralis"	"Ppyr"	59	""	"2B"	"yes"	"no"
"593"	"NW_022170403"	"196"	"Geneious"	"exon"	152249	152314	"."	"+"	"."	"PpyrOR59"	"Exon E"	"LG2"	0	53657282	""	65	"A1,A2,A3B,CD,E"	39352249	39352314	39352281.5	1347	1412	"PpyrOR59"	"Photinus pyralis"	"Ppyr"	59	""	"2B"	"yes"	"no"
"594"	"NW_022170403"	"196"	"R"	"total"	150902	152314	"."	"+"	"."	"PpyrOR59"	"Total length"	"LG2"	0	53657282	""	1412	"A1,A2,A3B,CD,E"	39350902	39352314	39351608	0	1412	"PpyrOR59"	"Photinus pyralis"	"Ppyr"	59	""	"2B"	"yes"	"no"
"595"	"NW_022170403"	"196"	"R"	"intron"	151128	151183	"."	"+"	"."	"PpyrOR59"	"Intron 1"	"LG2"	0	53657282	""	55	"A1,A2,A3B,CD,E"	39351128	39351183	39351155.5	226	281	"PpyrOR59"	"Photinus pyralis"	"Ppyr"	59	""	"2B"	"yes"	"no"
"596"	"NW_022170403"	"196"	"R"	"intron"	151324	151382	"."	"+"	"."	"PpyrOR59"	"Intron 2"	"LG2"	0	53657282	""	58	"A1,A2,A3B,CD,E"	39351324	39351382	39351353	422	480	"PpyrOR59"	"Photinus pyralis"	"Ppyr"	59	""	"2B"	"yes"	"no"
"597"	"NW_022170403"	"196"	"R"	"intron"	151881	151939	"."	"+"	"."	"PpyrOR59"	"Intron 3"	"LG2"	0	53657282	""	58	"A1,A2,A3B,CD,E"	39351881	39351939	39351910	979	1037	"PpyrOR59"	"Photinus pyralis"	"Ppyr"	59	""	"2B"	"yes"	"no"
"598"	"NW_022170403"	"196"	"R"	"intron"	152201	152248	"."	"+"	"."	"PpyrOR59"	"Intron 4"	"LG2"	0	53657282	""	47	"A1,A2,A3B,CD,E"	39352201	39352248	39352224.5	1299	1346	"PpyrOR59"	"Photinus pyralis"	"Ppyr"	59	""	"2B"	"yes"	"no"
"599"	"NW_022170249"	"196"	"Geneious"	"exon"	153999	154756	"."	"+"	"."	"PpyrOR6"	"Exon A"	"LG1"	0	70905644	""	757	"A,B,C,D,E"	39353999	39354756	39354377.5	0	757	"PpyrOR6"	"Photinus pyralis"	"Ppyr"	6	""	"2A"	"yes"	"no"
"600"	"NW_022170249"	"196"	"Geneious"	"exon"	154805	154904	"."	"+"	"."	"PpyrOR6"	"Exon B"	"LG1"	0	70905644	""	99	"A,B,C,D,E"	39354805	39354904	39354854.5	806	905	"PpyrOR6"	"Photinus pyralis"	"Ppyr"	6	""	"2A"	"yes"	"no"
"601"	"NW_022170249"	"196"	"Geneious"	"exon"	155423	155527	"."	"+"	"."	"PpyrOR6"	"Exon C"	"LG1"	0	70905644	""	104	"A,B,C,D,E"	39355423	39355527	39355475	1424	1528	"PpyrOR6"	"Photinus pyralis"	"Ppyr"	6	""	"2A"	"yes"	"no"
"602"	"NW_022170249"	"196"	"Geneious"	"exon"	155578	155733	"."	"+"	"."	"PpyrOR6"	"Exon D"	"LG1"	0	70905644	""	155	"A,B,C,D,E"	39355578	39355733	39355655.5	1579	1734	"PpyrOR6"	"Photinus pyralis"	"Ppyr"	6	""	"2A"	"yes"	"no"
"603"	"NW_022170249"	"196"	"Geneious"	"exon"	155809	155865	"."	"+"	"."	"PpyrOR6"	"Exon E"	"LG1"	0	70905644	""	56	"A,B,C,D,E"	39355809	39355865	39355837	1810	1866	"PpyrOR6"	"Photinus pyralis"	"Ppyr"	6	""	"2A"	"yes"	"no"
"604"	"NW_022170249"	"196"	"R"	"total"	153999	155865	"."	"+"	"."	"PpyrOR6"	"Total length"	"LG1"	0	70905644	""	1866	"A,B,C,D,E"	39353999	39355865	39354932	0	1866	"PpyrOR6"	"Photinus pyralis"	"Ppyr"	6	""	"2A"	"yes"	"no"
"605"	"NW_022170249"	"196"	"R"	"intron"	154757	154804	"."	"+"	"."	"PpyrOR6"	"Intron 1"	"LG1"	0	70905644	""	47	"A,B,C,D,E"	39354757	39354804	39354780.5	758	805	"PpyrOR6"	"Photinus pyralis"	"Ppyr"	6	""	"2A"	"yes"	"no"
"606"	"NW_022170249"	"196"	"R"	"intron"	154905	155422	"."	"+"	"."	"PpyrOR6"	"Intron 2"	"LG1"	0	70905644	""	517	"A,B,C,D,E"	39354905	39355422	39355163.5	906	1423	"PpyrOR6"	"Photinus pyralis"	"Ppyr"	6	""	"2A"	"yes"	"no"
"607"	"NW_022170249"	"196"	"R"	"intron"	155528	155577	"."	"+"	"."	"PpyrOR6"	"Intron 3"	"LG1"	0	70905644	""	49	"A,B,C,D,E"	39355528	39355577	39355552.5	1529	1578	"PpyrOR6"	"Photinus pyralis"	"Ppyr"	6	""	"2A"	"yes"	"no"
"608"	"NW_022170249"	"196"	"R"	"intron"	155734	155808	"."	"+"	"."	"PpyrOR6"	"Intron 4"	"LG1"	0	70905644	""	74	"A,B,C,D,E"	39355734	39355808	39355771	1735	1809	"PpyrOR6"	"Photinus pyralis"	"Ppyr"	6	""	"2A"	"yes"	"no"
"609"	"NW_022170511"	"209"	"Geneious"	"exon"	112411	112627	"."	"+"	"."	"PpyrOR60"	"Exon A1"	"LG4"	0	50607672	""	216	"A1,A2,A3B,CD,E"	41912411	41912627	41912519	0	216	"PpyrOR60"	"Photinus pyralis"	"Ppyr"	60	""	"2B"	"yes"	"no"
"610"	"NW_022170511"	"209"	"Geneious"	"exon"	112679	112818	"."	"+"	"."	"PpyrOR60"	"Exon A2"	"LG4"	0	50607672	""	139	"A1,A2,A3B,CD,E"	41912679	41912818	41912748.5	268	407	"PpyrOR60"	"Photinus pyralis"	"Ppyr"	60	""	"2B"	"yes"	"no"
"611"	"NW_022170511"	"209"	"Geneious"	"exon"	112867	113361	"."	"+"	"."	"PpyrOR60"	"Exon A3B"	"LG4"	0	50607672	""	494	"A1,A2,A3B,CD,E"	41912867	41913361	41913114	456	950	"PpyrOR60"	"Photinus pyralis"	"Ppyr"	60	""	"2B"	"yes"	"no"
"612"	"NW_022170511"	"209"	"Geneious"	"exon"	113408	113668	"."	"+"	"."	"PpyrOR60"	"Exon CD"	"LG4"	0	50607672	""	260	"A1,A2,A3B,CD,E"	41913408	41913668	41913538	997	1257	"PpyrOR60"	"Photinus pyralis"	"Ppyr"	60	""	"2B"	"yes"	"no"
"613"	"NW_022170511"	"209"	"Geneious"	"exon"	113721	113777	"."	"+"	"."	"PpyrOR60"	"Exon E"	"LG4"	0	50607672	""	56	"A1,A2,A3B,CD,E"	41913721	41913777	41913749	1310	1366	"PpyrOR60"	"Photinus pyralis"	"Ppyr"	60	""	"2B"	"yes"	"no"
"614"	"NW_022170511"	"209"	"R"	"total"	112411	113777	"."	"+"	"."	"PpyrOR60"	"Total length"	"LG4"	0	50607672	""	1366	"A1,A2,A3B,CD,E"	41912411	41913777	41913094	0	1366	"PpyrOR60"	"Photinus pyralis"	"Ppyr"	60	""	"2B"	"yes"	"no"
"615"	"NW_022170511"	"209"	"R"	"intron"	112628	112678	"."	"+"	"."	"PpyrOR60"	"Intron 1"	"LG4"	0	50607672	""	50	"A1,A2,A3B,CD,E"	41912628	41912678	41912653	217	267	"PpyrOR60"	"Photinus pyralis"	"Ppyr"	60	""	"2B"	"yes"	"no"
"616"	"NW_022170511"	"209"	"R"	"intron"	112819	112866	"."	"+"	"."	"PpyrOR60"	"Intron 2"	"LG4"	0	50607672	""	47	"A1,A2,A3B,CD,E"	41912819	41912866	41912842.5	408	455	"PpyrOR60"	"Photinus pyralis"	"Ppyr"	60	""	"2B"	"yes"	"no"
"617"	"NW_022170511"	"209"	"R"	"intron"	113362	113407	"."	"+"	"."	"PpyrOR60"	"Intron 3"	"LG4"	0	50607672	""	45	"A1,A2,A3B,CD,E"	41913362	41913407	41913384.5	951	996	"PpyrOR60"	"Photinus pyralis"	"Ppyr"	60	""	"2B"	"yes"	"no"
"618"	"NW_022170511"	"209"	"R"	"intron"	113669	113720	"."	"+"	"."	"PpyrOR60"	"Intron 4"	"LG4"	0	50607672	""	51	"A1,A2,A3B,CD,E"	41913669	41913720	41913694.5	1258	1309	"PpyrOR60"	"Photinus pyralis"	"Ppyr"	60	""	"2B"	"yes"	"no"
"619"	"NW_022170511"	"209"	"Geneious"	"exon"	122287	122503	"."	"+"	"."	"PpyrOR61"	"Exon A1"	"LG4"	0	50607672	""	216	"A1,A2,A3B,CD,E"	41922287	41922503	41922395	0	216	"PpyrOR61"	"Photinus pyralis"	"Ppyr"	61	""	"2B"	"yes"	"no"
"620"	"NW_022170511"	"209"	"Geneious"	"exon"	122554	122693	"."	"+"	"."	"PpyrOR61"	"Exon A2"	"LG4"	0	50607672	""	139	"A1,A2,A3B,CD,E"	41922554	41922693	41922623.5	267	406	"PpyrOR61"	"Photinus pyralis"	"Ppyr"	61	""	"2B"	"yes"	"no"
"621"	"NW_022170511"	"209"	"Geneious"	"exon"	122742	123236	"."	"+"	"."	"PpyrOR61"	"Exon A3B"	"LG4"	0	50607672	""	494	"A1,A2,A3B,CD,E"	41922742	41923236	41922989	455	949	"PpyrOR61"	"Photinus pyralis"	"Ppyr"	61	""	"2B"	"yes"	"no"
"622"	"NW_022170511"	"209"	"Geneious"	"exon"	123283	123543	"."	"+"	"."	"PpyrOR61"	"Exon CD"	"LG4"	0	50607672	""	260	"A1,A2,A3B,CD,E"	41923283	41923543	41923413	996	1256	"PpyrOR61"	"Photinus pyralis"	"Ppyr"	61	""	"2B"	"yes"	"no"
"623"	"NW_022170511"	"209"	"Geneious"	"exon"	123596	123649	"."	"+"	"."	"PpyrOR61"	"Exon E"	"LG4"	0	50607672	""	53	"A1,A2,A3B,CD,E"	41923596	41923649	41923622.5	1309	1362	"PpyrOR61"	"Photinus pyralis"	"Ppyr"	61	""	"2B"	"yes"	"no"
"624"	"NW_022170511"	"209"	"R"	"total"	122287	123649	"."	"+"	"."	"PpyrOR61"	"Total length"	"LG4"	0	50607672	""	1362	"A1,A2,A3B,CD,E"	41922287	41923649	41922968	0	1362	"PpyrOR61"	"Photinus pyralis"	"Ppyr"	61	""	"2B"	"yes"	"no"
"625"	"NW_022170511"	"209"	"R"	"intron"	122504	122553	"."	"+"	"."	"PpyrOR61"	"Intron 1"	"LG4"	0	50607672	""	49	"A1,A2,A3B,CD,E"	41922504	41922553	41922528.5	217	266	"PpyrOR61"	"Photinus pyralis"	"Ppyr"	61	""	"2B"	"yes"	"no"
"626"	"NW_022170511"	"209"	"R"	"intron"	122694	122741	"."	"+"	"."	"PpyrOR61"	"Intron 2"	"LG4"	0	50607672	""	47	"A1,A2,A3B,CD,E"	41922694	41922741	41922717.5	407	454	"PpyrOR61"	"Photinus pyralis"	"Ppyr"	61	""	"2B"	"yes"	"no"
"627"	"NW_022170511"	"209"	"R"	"intron"	123237	123282	"."	"+"	"."	"PpyrOR61"	"Intron 3"	"LG4"	0	50607672	""	45	"A1,A2,A3B,CD,E"	41923237	41923282	41923259.5	950	995	"PpyrOR61"	"Photinus pyralis"	"Ppyr"	61	""	"2B"	"yes"	"no"
"628"	"NW_022170511"	"209"	"R"	"intron"	123544	123595	"."	"+"	"."	"PpyrOR61"	"Intron 4"	"LG4"	0	50607672	""	51	"A1,A2,A3B,CD,E"	41923544	41923595	41923569.5	1257	1308	"PpyrOR61"	"Photinus pyralis"	"Ppyr"	61	""	"2B"	"yes"	"no"
"629"	"NW_022170878"	"91"	"Geneious"	"exon"	96404	96460	"."	"-"	"."	"PpyrOR62"	"Exon E"	"LG9"	0	24427974	""	56	"A1,A2,A3B,CD,E"	18296404	18296460	18296432	1318	1374	"PpyrOR62"	"Photinus pyralis"	"Ppyr"	62	""	"2B"	"yes"	"no"
"630"	"NW_022170878"	"91"	"Geneious"	"exon"	96513	96773	"."	"-"	"."	"PpyrOR62"	"Exon CD"	"LG9"	0	24427974	""	260	"A1,A2,A3B,CD,E"	18296513	18296773	18296643	1005	1265	"PpyrOR62"	"Photinus pyralis"	"Ppyr"	62	""	"2B"	"yes"	"no"
"631"	"NW_022170878"	"91"	"Geneious"	"exon"	96827	97321	"."	"-"	"."	"PpyrOR62"	"Exon A3B"	"LG9"	0	24427974	""	494	"A1,A2,A3B,CD,E"	18296827	18297321	18297074	457	951	"PpyrOR62"	"Photinus pyralis"	"Ppyr"	62	""	"2B"	"yes"	"no"
"632"	"NW_022170878"	"91"	"Geneious"	"exon"	97370	97509	"."	"-"	"."	"PpyrOR62"	"Exon A2"	"LG9"	0	24427974	""	139	"A1,A2,A3B,CD,E"	18297370	18297509	18297439.5	269	408	"PpyrOR62"	"Photinus pyralis"	"Ppyr"	62	""	"2B"	"yes"	"no"
"633"	"NW_022170878"	"91"	"Geneious"	"exon"	97562	97778	"."	"-"	"."	"PpyrOR62"	"Exon A1"	"LG9"	0	24427974	""	216	"A1,A2,A3B,CD,E"	18297562	18297778	18297670	0	216	"PpyrOR62"	"Photinus pyralis"	"Ppyr"	62	""	"2B"	"yes"	"no"
"634"	"NW_022170878"	"91"	"R"	"total"	96404	97778	"."	"-"	"."	"PpyrOR62"	"Total length"	"LG9"	0	24427974	""	1374	"A1,A2,A3B,CD,E"	18296404	18297778	18297091	0	1374	"PpyrOR62"	"Photinus pyralis"	"Ppyr"	62	""	"2B"	"yes"	"no"
"635"	"NW_022170878"	"91"	"R"	"intron"	97561	97510	"."	"-"	"."	"PpyrOR62"	"Intron 1"	"LG9"	0	24427974	""	51	"A1,A2,A3B,CD,E"	18297561	18297510	18297535.5	268	217	"PpyrOR62"	"Photinus pyralis"	"Ppyr"	62	""	"2B"	"yes"	"no"
"636"	"NW_022170878"	"91"	"R"	"intron"	97369	97322	"."	"-"	"."	"PpyrOR62"	"Intron 2"	"LG9"	0	24427974	""	47	"A1,A2,A3B,CD,E"	18297369	18297322	18297345.5	456	409	"PpyrOR62"	"Photinus pyralis"	"Ppyr"	62	""	"2B"	"yes"	"no"
"637"	"NW_022170878"	"91"	"R"	"intron"	96826	96774	"."	"-"	"."	"PpyrOR62"	"Intron 3"	"LG9"	0	24427974	""	52	"A1,A2,A3B,CD,E"	18296826	18296774	18296800	1004	952	"PpyrOR62"	"Photinus pyralis"	"Ppyr"	62	""	"2B"	"yes"	"no"
